"gene"	"transcript"	"logFC_gast_nect"	"logCPM_gast_nect"	"PValue_gast_nect"	"P_adjust_gast_nect"	"CMN0040"	"CMN0039"	"CMN0047"	"CMN0048"	"go"	"CMN0039_GO_wnt"	"CMN0040_GO_wnt"	"CMN0039_GO_mapk"	"CMN0040_GO_mapk"	"CMN0039_GO_cyst"	"CMN0040_GO_cyst"	"CMN0039_GO_fate"	"CMN0040_GO_fate"
"1530"	"c111042_g1_i1"	"22468"	-0.100855947698349	3.10125342952084	0.916693354417376	1	123.1	150.49	96.58	95	"GO:0004719,GO:0006479"	150.49	123.1	150.49	123.1	150.49	123.1	150.49	123.1
"1531"	"c111042_g1_i4"	"22471"	0.359636612602901	-1.12645209531151	0.847522372924376	1	6.86	9.48	1.42	0	"GO:0004719,GO:0006479"	9.48	6.86	9.48	6.86	9.48	6.86	9.48	6.86
"1532"	"c111079_g1_i1"	"3892"	-0.873695676462128	3.62529689708045	0.321025916883285	1	243	151.55	109	152	"GO:0000922,GO:0005737,GO:0005813,GO:0005871,GO:0005876,GO:0016020,GO:0005524,GO:0008017,GO:0008574,GO:0019901,GO:0007018,GO:0007059,GO:0007100,GO:0008152,GO:0046602,GO:0051301,GO:0090307"	151.55	243	151.55	243	151.55	243	151.55	243
"1533"	"c111082_g1_i1"	"35999"	0.331168863351539	6.47554703359456	0.688771101162838	1	1026.51	1800.1	1201.43	936.12	"GO:0043231"	1800.1	1026.51	1800.1	1026.51	1800.1	1026.51	1800.1	1026.51
"1534"	"c111096_g1_i2"	"23680"	1.3047266589155	6.45999879495329	0.139342724323934	1	883.15	2482.08	1332.9	387.64	"GO:0005654,GO:0016020,GO:0003713,GO:0004004,GO:0005524,GO:0030331,GO:0044822,GO:0006396,GO:0009791,GO:0010501,GO:0033148,GO:0045944,GO:0072358,GO:2001014"	2482.08	883.15	2482.08	883.15	2482.08	883.15	2482.08	883.15
"1535"	"c111096_g1_i3"	"24898"	0.501254857023487	8.20138059740218	0.535696367992502	1	3109.37	5697	4698.76	2964.04	"GO:0005654,GO:0016020,GO:0003713,GO:0004004,GO:0005524,GO:0030331,GO:0044822,GO:0006396,GO:0009791,GO:0010501,GO:0033148,GO:0045944,GO:0072358,GO:2001014"	5697	3109.37	5697	3109.37	5697	3109.37	5697	3109.37
"1536"	"c111096_g1_i4"	"52336"	-0.706690809927355	6.19346060366269	0.397687507334739	1	1045.43	832.57	832.08	1209.21	"GO:0005654,GO:0016020,GO:0003713,GO:0004004,GO:0005524,GO:0030331,GO:0044822,GO:0006396,GO:0009791,GO:0010501,GO:0033148,GO:0045944,GO:0072358,GO:2001014"	832.57	1045.43	832.57	1045.43	832.57	1045.43	832.57	1045.43
"1537"	"c111096_g1_i5"	"23684"	0.502549735873095	4.73362998077196	0.582727687045319	1	397.29	670.49	280.93	152.6	"GO:0003676,GO:0004386,GO:0005515,GO:0005524,GO:0006355,GO:0008152,GO:0009791,GO:0048522,GO:0072358"	670.49	397.29	670.49	397.29	670.49	397.29	670.49	397.29
"1538"	"c111112_g1_i1"	"103259"	-1.03583312643442	4.49704458187735	0.231458463815904	1	437	288.08	160	317	"GO:0000793,GO:0005737,GO:0044446,GO:0045120,GO:0007049,GO:1902589"	288.08	437	288.08	437	288.08	437	288.08	437
"1539"	"c111112_g2_i1"	"116364"	-0.823959787763762	3.6132975335842	0.346070654626363	1	177.85	162	103	207	"GO:0005634,GO:0005694,GO:0005829,GO:0044446,GO:0007067,GO:0030261"	162	177.85	162	177.85	162	177.85	162	177.85
"1540"	"c111118_g1_i1"	"388"	-0.916509475254592	4.78755256608973	0.277297946805515	1	437.99	314.73	259	457	"GO:0005886,GO:0030054,GO:0043005,GO:0043025,GO:0043231,GO:0043234,GO:0044444,GO:0045202,GO:0017034,GO:0019901,GO:0043168,GO:0001568,GO:0001764,GO:0007218,GO:0008285,GO:0010976,GO:0019933,GO:0021591,GO:0021884,GO:0031175,GO:0031547,GO:0032092,GO:0038180,GO:0043547,GO:0048022,GO:0048167,GO:0050774,GO:0070374,GO:0071320,GO:2000481,GO:2000670,GO:2001214,GO:2001224"	314.73	437.99	314.73	437.99	314.73	437.99	314.73	437.99
"1541"	"c111122_g1_i1"	"27789"	-4.97491697331502	-1.83684215853018	0.159616565948525	1	7	0	0	0	"GO:0003824,GO:0006139"	0	7	0	7	0	7	0	7
"1542"	"c111122_g1_i2"	"27788"	5.40892618981547	-1.56331472423308	0.0620130015535309	1	0	2	9	0	"GO:0003824,GO:0006139"	2	0	2	0	2	0	2	0
"1543"	"c111122_g1_i3"	"27787"	5.12548240610387e-15	-2.78163738332491	1	1	0	0	0	0	"GO:0003824,GO:0006139"	0	0	0	0	0	0	0	0
"1544"	"c111123_g1_i1"	"85825"	0.030178876379018	5.15491430966551	0.972801219743504	1	482.71	635.57	449.8	393.86	"GO:0050789"	635.57	482.71	635.57	482.71	635.57	482.71	635.57	482.71
"1545"	"c111123_g1_i2"	"73511"	-0.68014378415726	4.12017822533115	0.455150398784764	1	399.29	214.62	184.52	134.68	"GO:0050789"	214.62	399.29	214.62	399.29	214.62	399.29	214.62	399.29
"1546"	"c111123_g1_i3"	"85819"	-0.778340366524259	2.56996391819009	0.632642705037505	1	0	78.81	50.69	179.46	"GO:0050789"	78.81	0	78.81	0	78.81	0	78.81	0
"1547"	"c111128_g1_i1"	"63532"	0.560827472156115	5.63206726489013	0.50773888790811	1	575	992.52	786.37	423.32	"GO:0019219,GO:0060255"	992.52	575	992.52	575	992.52	575	992.52	575
"1548"	"c111128_g1_i2"	"26436"	0.436605215710762	3.45211573273574	0.823397347184814	1	0	389.63	3.63	224.68	"GO:0019219,GO:0060255"	389.63	0	389.63	0	389.63	0	389.63	0
"1549"	"c111139_g2_i1"	"23177"	4.86764731178397	-1.85538843749315	0.189959957040435	1	0	0	7.35	0	"GO:0016772,GO:0008152"	0	0	0	0	0	0	0	0
"1550"	"c111139_g2_i4"	"62986"	0.272323831023151	0.885836788121524	0.810675013969115	1	16.3	31	25.16	22	"GO:0016772,GO:0008152"	31	16.3	31	16.3	31	16.3	31	16.3
"1551"	"c111139_g2_i5"	"23167"	3.83809279420435	-2.26709539078295	0.44690579329626	1	0	0	3.49	0	"GO:0016772,GO:0008152"	0	0	0	0	0	0	0	0
"1552"	"c111144_g1_i3"	"55076"	-2.95030420475695	4.12110390148574	0.00158758383778097	1	317.96	46.4	70.79	442	"GO:0005739,GO:0005829,GO:0005874,GO:0014704,GO:0016021,GO:0030018,GO:0030315,GO:0043197,GO:0043198,GO:0005432,GO:0008092,GO:0002026,GO:0002028,GO:0006936,GO:0007507,GO:0007584,GO:0008015,GO:0009749,GO:0009888,GO:0010763,GO:0010881,GO:0021537,GO:0033198,GO:0034614,GO:0035902,GO:0042493,GO:0042542,GO:0048568,GO:0055002,GO:0060402,GO:0070509,GO:0070588,GO:0071320,GO:0071436,GO:0071456,GO:0086064,GO:0097369,GO:1901660"	46.4	317.96	46.4	317.96	46.4	317.96	46.4	317.96
"1553"	"c111144_g1_i4"	"55080"	13.1634052349951	5.38699785056189	6.01840476020905e-11	2.11336283154741e-06	0	333.6	2073.21	0	"GO:0005739,GO:0005829,GO:0005874,GO:0014704,GO:0016021,GO:0030018,GO:0030315,GO:0043197,GO:0043198,GO:0005432,GO:0008092,GO:0002026,GO:0002028,GO:0006936,GO:0007507,GO:0007584,GO:0008015,GO:0009749,GO:0009888,GO:0010763,GO:0010881,GO:0021537,GO:0033198,GO:0034614,GO:0035902,GO:0042493,GO:0042542,GO:0048568,GO:0055002,GO:0060402,GO:0070509,GO:0070588,GO:0071320,GO:0071436,GO:0071456,GO:0086064,GO:0097369,GO:1901660"	333.6	0	333.6	0	333.6	0	333.6	0
"1554"	"c111157_g1_i1"	"55692"	-0.871183944453195	5.32350627595743	0.303108097394577	1	645	406	438.24	641	"GO:0005737,GO:0004122,GO:0020037,GO:0030170,GO:0006535,GO:0019343,GO:0070814"	406	645	406	645	406	645	406	645
"1555"	"c111157_g1_i2"	"55691"	1.07689482198481	-2.72930586269594	1	1	0	0	0.3	0	"GO:0005730,GO:0005829,GO:0004122,GO:0019825,GO:0020037,GO:0030170,GO:0031625,GO:0042803,GO:0050421,GO:0070025,GO:0070026,GO:0072341,GO:1904047,GO:0006535,GO:0006565,GO:0019343,GO:0019346,GO:0019448,GO:0042262,GO:0043418,GO:0055114,GO:0070814"	0	0	0	0	0	0	0	0
"1556"	"c111160_g1_i1"	"5572"	-0.676371822517293	5.14783200282729	0.429600868919497	1	414.76	463.02	357.85	663.54	"GO:0005654,GO:0005739,GO:0005794,GO:0019907,GO:0042802,GO:0044822,GO:0010467,GO:0016070"	463.02	414.76	463.02	414.76	463.02	414.76	463.02	414.76
"1557"	"c111160_g1_i3"	"20452"	0.637660985504584	2.14158879403503	0.531796565093944	1	62.34	104.74	53.74	21.46	"GO:0005654,GO:0005739,GO:0005794,GO:0019907,GO:0042802,GO:0044822,GO:0010467,GO:0016070"	104.74	62.34	104.74	62.34	104.74	62.34	104.74	62.34
"1558"	"c111174_g3_i1"	"10778"	0.46144706327081	5.32864320580312	0.671795626119119	1	666	1302.53	151	182.01	"GO:0016491,GO:0055114"	1302.53	666	1302.53	666	1302.53	666	1302.53	666
"1559"	"c111178_g3_i5"	"41859"	-3.53618767344339	3.01743081286588	0.0753725724666579	1	2.33	0	35.82	357.1	"GO:0005783,GO:0016021"	0	2.33	0	2.33	0	2.33	0	2.33
"1560"	"c111178_g3_i6"	"41860"	-0.890296900776083	6.89951632239081	0.279575458272844	1	1961.72	1184.26	1315.35	1900.17	"GO:0005783,GO:0016021"	1184.26	1961.72	1184.26	1961.72	1184.26	1961.72	1184.26	1961.72
"1561"	"c111185_g1_i1"	"114481"	0.381827363719592	3.12948220164789	0.686660055753273	1	117	213.94	85	70	"GO:0005654,GO:0016020,GO:0003677,GO:0005515,GO:0016818,GO:0043167,GO:0044822,GO:0006355,GO:0044260,GO:0090304"	213.94	117	213.94	117	213.94	117	213.94	117
"1562"	"c111206_g1_i1"	"10549"	-0.0768485786719143	5.14766241867693	0.931466160232376	1	482.33	770.8	286	422	"GO:0032993,GO:0043232,GO:0044451,GO:0043566,GO:0006270,GO:0033260,GO:0050794,GO:0051301,GO:0065004"	770.8	482.33	770.8	482.33	770.8	482.33	770.8	482.33
"1563"	"c111212_g1_i1"	"62431"	-0.318298728700255	0.680534424728165	0.884540455376044	1	41	41	0	0	"GO:0005938,GO:0016020,GO:0004674,GO:0004715,GO:0005509,GO:0005524,GO:0006915,GO:0018108,GO:0030097,GO:0043065,GO:0046777,GO:0061351"	41	41	41	41	41	41	41	41
"1564"	"c111212_g1_i2"	"62432"	-1.4021517641855	-0.351415963291413	0.527180270131212	1	0	0	10	23	"GO:0005938,GO:0016020,GO:0004674,GO:0004715,GO:0005509,GO:0005524,GO:0006915,GO:0018108,GO:0030097,GO:0043065,GO:0046777,GO:0061351"	0	0	0	0	0	0	0	0
"1565"	"c111213_g1_i1"	"100907"	0.163924745136736	8.61813844766282	0.839231568101419	1	4581.92	7053	5481.54	4650.23	"GO:0046907"	7053	4581.92	7053	4581.92	7053	4581.92	7053	4581.92
"1566"	"c111213_g1_i2"	"100908"	0.427409017501979	6.25718428576093	0.621645939406191	1	519.13	1301.2	1324.06	1093.58	"GO:0046907"	1301.2	519.13	1301.2	519.13	1301.2	519.13	1301.2	519.13
"1567"	"c111215_g2_i1"	"63791"	0.384842627513787	4.09682109309073	0.672197755112119	1	118.46	201.66	365.82	246	"GO:0008237"	201.66	118.46	201.66	118.46	201.66	118.46	201.66	118.46
"1568"	"c111222_g3_i1"	"20958"	-0.124819200192999	5.54044981383958	0.902169300577611	1	853.22	1197.33	188.53	361.66	"GO:0005730,GO:0003676,GO:0008409,GO:0000738,GO:0010467,GO:0016070"	1197.33	853.22	1197.33	853.22	1197.33	853.22	1197.33	853.22
"1569"	"c111222_g3_i2"	"20956"	-0.285678439183817	7.07770204264777	0.734745443410596	1	1333.77	1598.18	2026.49	2343.34	"GO:0005730,GO:0003676,GO:0008409,GO:0000738,GO:0010467,GO:0016070"	1598.18	1333.77	1598.18	1333.77	1598.18	1333.77	1598.18	1333.77
"1570"	"c111231_g3_i1"	"26782"	-0.0864452802790522	5.54378163869564	0.919943869807656	1	693	852	519	503.99	"GO:0005634,GO:0005829,GO:0034098,GO:0036501,GO:0031625,GO:0032403,GO:0036435,GO:0046872,GO:0051117,GO:0070530,GO:0006511,GO:0007030,GO:0061025"	852	693	852	693	852	693	852	693
"1571"	"c111232_g1_i1"	"89889"	-0.654412965660428	2.63165691489553	0.483867754958717	1	104	90	53	81	"GO:0044424,GO:0003676,GO:0008408,GO:0044260,GO:0090305"	90	104	90	104	90	104	90	104
"1572"	"c111236_g1_i3"	"29762"	-0.117695073164369	4.38220617193269	0.8900548801288	1	323	334.53	265	216	"GO:0005515"	334.53	323	334.53	323	334.53	323	334.53	323
"1573"	"c111237_g1_i1"	"88695"	-0.496359157778151	4.36553898668733	0.591714585079053	1	444.75	359.95	160.13	157.37	"GO:0004512,GO:0006021,GO:0008654"	359.95	444.75	359.95	444.75	359.95	444.75	359.95	444.75
"1574"	"c111244_g1_i1"	"54566"	-0.269020817263548	2.19999845891634	0.787077298570827	1	83	80	43	39	"GO:0008152,GO:0009987"	80	83	80	83	80	83	80	83
"1575"	"c111245_g1_i1"	"86048"	0.613146346636693	6.70772061202009	0.459876901868905	1	1225.36	2064.96	1738.8	838.04	"GO:0005634"	2064.96	1225.36	2064.96	1225.36	2064.96	1225.36	2064.96	1225.36
"1576"	"c111248_g3_i1"	"82954"	-1.0846688622524	3.65813677979071	0.222883399369638	1	194.32	91.56	145.44	228	"GO:0019222"	91.56	194.32	91.56	194.32	91.56	194.32	91.56	194.32
"1577"	"c111254_g1_i2"	"49887"	0.12884007700306	6.47885010066703	0.877478797453805	1	1170.97	1784.97	1045	953	"GO:0044424,GO:0003677,GO:0003824,GO:0006259,GO:0044763"	1784.97	1170.97	1784.97	1170.97	1784.97	1170.97	1784.97	1170.97
"1578"	"c111259_g1_i1"	"10463"	8.49764364402231	0.840038024883723	0.00357568322716276	1	0	0	93.3	0	"GO:0016020"	0	0	0	0	0	0	0	0
"1579"	"c111259_g1_i2"	"10462"	4.67715554907079	5.94460434326694	6.78018462037889e-06	0.238086182944605	52.48	985.98	2480.03	62.33	"GO:0016020"	985.98	52.48	985.98	52.48	985.98	52.48	985.98	52.48
"1580"	"c111261_g1_i1"	"70850"	-0.568216305333122	3.75567261881073	0.549636640164321	1	175	74	240	222.02	"GO:0005634,GO:0004133,GO:0005977"	74	175	74	175	74	175	74	175
"1581"	"c111263_g1_i1"	"14112"	-0.735133975873169	3.95170469641851	0.394493097800904	1	248.19	146.1	196.31	229.54	"GO:0072546"	146.1	248.19	146.1	248.19	146.1	248.19	146.1	248.19
"1582"	"c111263_g1_i2"	"14115"	-0.0612160893139766	1.48782270731118	0.97241147544414	1	55.86	66.19	14.56	12.55	"GO:0072546"	66.19	55.86	66.19	55.86	66.19	55.86	66.19	55.86
"1583"	"c111265_g1_i1"	"14308"	-2.24951527359287	3.32169991662098	0.0324680373566003	1	192.49	17.23	82.01	213.34	"GO:0000932,GO:0005654,GO:0005829,GO:0019773,GO:0070062,GO:0004298,GO:0005515,GO:0000082,GO:0000084,GO:0000090,GO:0000165,GO:0000186,GO:0000209,GO:0002223,GO:0002479,GO:0006521,GO:0006915,GO:0006977,GO:0007173,GO:0007265,GO:0007411,GO:0008286,GO:0008543,GO:0009615,GO:0010467,GO:0010499,GO:0016032,GO:0031145,GO:0033209,GO:0034641,GO:0038061,GO:0038095,GO:0043066,GO:0044281,GO:0045087,GO:0048010,GO:0048011,GO:0051436,GO:0051437,GO:0090090,GO:0090263"	17.23	192.49	17.23	192.49	17.23	192.49	17.23	192.49
"1584"	"c111265_g1_i2"	"39893"	-0.057532533698122	5.35193621209461	0.94806413560677	1	477.54	841.53	379.63	555.54	"GO:0000932,GO:0005654,GO:0005829,GO:0019773,GO:0070062,GO:0004298,GO:0005515,GO:0000082,GO:0000084,GO:0000090,GO:0000165,GO:0000186,GO:0000209,GO:0002223,GO:0002479,GO:0006521,GO:0006915,GO:0006977,GO:0007173,GO:0007265,GO:0007411,GO:0008286,GO:0008543,GO:0009615,GO:0010467,GO:0010499,GO:0016032,GO:0031145,GO:0033209,GO:0034641,GO:0038061,GO:0038095,GO:0043066,GO:0044281,GO:0045087,GO:0048010,GO:0048011,GO:0051436,GO:0051437,GO:0090090,GO:0090263"	841.53	477.54	841.53	477.54	841.53	477.54	841.53	477.54
"1585"	"c111265_g1_i3"	"14306"	0.340067461202973	4.69341863947366	0.694298597343506	1	291.97	606.76	273.38	274.26	"GO:0000932,GO:0005654,GO:0005829,GO:0019773,GO:0070062,GO:0004298,GO:0005515,GO:0000082,GO:0000084,GO:0000090,GO:0000165,GO:0000186,GO:0000209,GO:0002223,GO:0002479,GO:0006521,GO:0006915,GO:0006977,GO:0007173,GO:0007265,GO:0007411,GO:0008286,GO:0008543,GO:0009615,GO:0010467,GO:0010499,GO:0016032,GO:0031145,GO:0033209,GO:0034641,GO:0038061,GO:0038095,GO:0043066,GO:0044281,GO:0045087,GO:0048010,GO:0048011,GO:0051436,GO:0051437,GO:0090090,GO:0090263"	606.76	291.97	606.76	291.97	606.76	291.97	606.76	291.97
"1586"	"c111268_g1_i2"	"31024"	0.170155832978356	6.74877016764323	0.836217323522193	1	1413.81	1939.78	1495.19	1110.34	"GO:0003676,GO:0006357,GO:0032784,GO:0034641,GO:0044238,GO:0071704"	1939.78	1413.81	1939.78	1413.81	1939.78	1413.81	1939.78	1413.81
"1587"	"c111268_g1_i3"	"31025"	-6.12557670544299	-1.14987344486954	0.0258000823635004	1	1.54	0	0	13.86	"GO:0003676,GO:0006357,GO:0032784,GO:0034641,GO:0044238,GO:0071704"	0	1.54	0	1.54	0	1.54	0	1.54
"1588"	"c111268_g1_i5"	"31029"	-0.809187729624804	-2.74942802403693	1	1	0	0	0	0.17	"GO:0003676,GO:0006357,GO:0032784,GO:0034641,GO:0044238,GO:0071704"	0	0	0	0	0	0	0	0
"1589"	"c111269_g2_i1"	"38813"	-1.63264500127192	0.0213440018807148	0.306042956059435	1	5.31	13.29	0	27.44	"GO:0005765,GO:0031901,GO:0070062,GO:0071203,GO:0005515,GO:0001649,GO:0007032,GO:0015031,GO:1902954,GO:2000641"	13.29	5.31	13.29	5.31	13.29	5.31	13.29	5.31
"1590"	"c111269_g2_i2"	"104875"	0.0222881841084496	1.92966645409409	0.999999999999998	1	33.66	34.71	74	56.56	"GO:0005765,GO:0031901,GO:0070062,GO:0071203,GO:0001649,GO:0007032,GO:1902954,GO:2000641"	34.71	33.66	34.71	33.66	34.71	33.66	34.71	33.66
"1591"	"c111269_g2_i3"	"104876"	-7.93184769023638	0.312304687256598	0.00621716142649755	1	56.04	0	0	0	"GO:0005765,GO:0031901,GO:0070062,GO:0071203,GO:0001649,GO:0007032,GO:1902954,GO:2000641"	0	56.04	0	56.04	0	56.04	0	56.04
"1592"	"c111270_g1_i1"	"63527"	-0.582809310549114	6.24305405868131	0.484028075663532	1	1144.1	902	913	1116	"GO:0043231,GO:0042802,GO:0035048"	902	1144.1	902	1144.1	902	1144.1	902	1144.1
"1593"	"c111273_g1_i1"	"56664"	-0.964875748955909	1.28758869456191	0.390574148824052	1	24.9	13.48	32.23	50.52	"GO:0007409,GO:0050794,GO:0050896"	13.48	24.9	13.48	24.9	13.48	24.9	13.48	24.9
"1594"	"c111285_g1_i1"	"81320"	1.15327528360657	5.34309364087052	0.176884380657869	1	339	747.98	916.54	287	"GO:0044424,GO:0009968,GO:0010721,GO:0022604,GO:0031345,GO:0032879,GO:0044087,GO:0044763,GO:0048522,GO:0048584"	747.98	339	747.98	339	747.98	339	747.98	339
"1595"	"c111303_g2_i1"	"3427"	-2.09145771582097	3.14916505831993	0.0257468454452814	1	183.13	66.76	34.33	169.87	"GO:0005795,GO:0004252,GO:0006508,GO:0006629,GO:0007040"	66.76	183.13	66.76	183.13	66.76	183.13	66.76	183.13
"1596"	"c111308_g1_i1"	"66682"	-1.1325510928917	2.26676943879034	0.229797624650439	1	80	47	41	80	"GO:0005515"	47	80	47	80	47	80	47	80
"1597"	"c111317_g1_i4"	"89071"	0.145697279366527	8.49509155577033	0.860077887685861	1	3128.79	6334.27	5095.93	5366.83	"GO:0019013,GO:0030532,GO:0008380"	6334.27	3128.79	6334.27	3128.79	6334.27	3128.79	6334.27	3128.79
"1598"	"c111317_g1_i5"	"89070"	-0.630570511515597	4.21174101972139	0.629260919906854	1	27.12	49	366.72	521.14	"GO:0019013,GO:0030532,GO:0008380"	49	27.12	49	27.12	49	27.12	49	27.12
"1599"	"c111319_g1_i1"	"113237"	0.957180687116725	5.39231313760305	0.696086497979983	1	721.63	1751.66	0	0	"GO:0005634,GO:0005788,GO:0005925,GO:0016020,GO:0034663,GO:0048471,GO:0070062,GO:0003755,GO:0005518,GO:0042277,GO:0044822,GO:0070063,GO:0000413,GO:0040018,GO:0044829,GO:0050821,GO:0060348,GO:0061077"	1751.66	721.63	1751.66	721.63	1751.66	721.63	1751.66	721.63
"1600"	"c111319_g1_i2"	"113235"	-0.936448353478169	5.31381254801761	0.617883237534726	1	67.16	0	774.09	1210.49	"GO:0005634,GO:0005788,GO:0005925,GO:0016020,GO:0034663,GO:0048471,GO:0070062,GO:0003755,GO:0005518,GO:0042277,GO:0044822,GO:0070063,GO:0000413,GO:0040018,GO:0044829,GO:0050821,GO:0060348,GO:0061077"	0	67.16	0	67.16	0	67.16	0	67.16
"1601"	"c111328_g2_i1"	"27565"	4.90718577238771	-1.8360675002569	0.190171062938036	1	0	0	7.56	0	"GO:0043234,GO:0044424,GO:0005515,GO:0001775,GO:0002252,GO:0002460,GO:0006355,GO:0006974,GO:0010557,GO:0010558,GO:0010628,GO:0030154,GO:0031327,GO:0031328,GO:0035556,GO:0042035,GO:0048534,GO:0051173,GO:0051707"	0	0	0	0	0	0	0	0
"1602"	"c111328_g2_i2"	"47978"	1.14838773830188	5.59399770639142	0.178298179798098	1	332.52	1128.05	876.12	412.13	"GO:0005634,GO:0005737,GO:0043234,GO:0005515,GO:0001819,GO:0002285,GO:0002460,GO:0006959,GO:0006974,GO:0030098,GO:0034504,GO:0042036,GO:0042981,GO:0045893,GO:0051247,GO:0072331,GO:0098542,GO:1902578"	1128.05	332.52	1128.05	332.52	1128.05	332.52	1128.05	332.52
"1603"	"c111335_g1_i1"	"113650"	-0.639456071709362	4.77690798918438	0.449569549224337	1	357	373	272	469	"GO:0005634"	373	357	373	357	373	357	373	357
"1604"	"c111336_g1_i2"	"106585"	-0.876910383528032	3.46941947664766	0.340798862637315	1	180.48	174.33	62.78	172.63	"GO:0005488,GO:0016788,GO:0006281"	174.33	180.48	174.33	180.48	174.33	180.48	174.33	180.48
"1605"	"c111345_g1_i1"	"18283"	-0.982092213379597	3.51132846627293	0.281728855204146	1	136	84	140	235	"GO:0043167"	84	136	84	136	84	136	84	136
"1606"	"c111352_g3_i1"	"35455"	-0.714028359187104	5.09006071420969	0.397137483898515	1	485.09	380.49	389.57	563.92	"GO:0030286,GO:0003777,GO:0005524,GO:0016887,GO:0007018,GO:0008152"	380.49	485.09	380.49	485.09	380.49	485.09	380.49	485.09
"1607"	"c111359_g1_i1"	"91946"	1.94910184553967	-0.544839277231239	0.291454967578935	1	0	1.88	22.8	5.3	"GO:0005488"	1.88	0	1.88	0	1.88	0	1.88	0
"1608"	"c111359_g1_i4"	"91949"	1.8370020247304	-1.1620339941178	0.389224795940062	1	0	14.75	0	3.06	"GO:0005488"	14.75	0	14.75	0	14.75	0	14.75	0
"1609"	"c111359_g1_i5"	"91948"	5.12548240610387e-15	-2.78163738332491	1	1	0	0	0	0	"GO:0005488"	0	0	0	0	0	0	0	0
"1610"	"c111367_g2_i1"	"7660"	-0.00669536048385713	1.92582497647348	1	1	36	51	57.99	54.96	"GO:0000139,GO:0005789,GO:0008270,GO:0061630,GO:0016567,GO:0030433,GO:0030968"	51	36	51	36	51	36	51	36
"1611"	"c111368_g1_i1"	"116925"	-6.4302825593493	-0.932021957811356	0.0392671337353137	1	0	0	0	19	"GO:0000139,GO:0005802,GO:0005815,GO:0005829,GO:0005879,GO:0016023,GO:0030054,GO:0032279,GO:0032280,GO:0043197,GO:0048471,GO:0055037,GO:0005086,GO:0017022,GO:0034237,GO:0050811,GO:0001881,GO:0006887,GO:0006893,GO:0007032,GO:0015031,GO:0032012,GO:0032760,GO:0035556,GO:0043547"	0	0	0	0	0	0	0	0
"1612"	"c111368_g1_i2"	"38815"	0.28385151198143	0.801333538298506	0.860400456526146	1	36.45	30.47	22.53	0	"GO:0000139,GO:0005802,GO:0005815,GO:0005829,GO:0005879,GO:0016023,GO:0030054,GO:0032279,GO:0032280,GO:0043197,GO:0048471,GO:0055037,GO:0005086,GO:0017022,GO:0034237,GO:0050811,GO:0001881,GO:0006887,GO:0006893,GO:0007032,GO:0015031,GO:0032012,GO:0032760,GO:0035556,GO:0043547"	30.47	36.45	30.47	36.45	30.47	36.45	30.47	36.45
"1613"	"c111375_g1_i1"	"63949"	0.595455922450498	6.78611781509998	0.476211274030626	1	918.67	1648.48	2295.02	1263.07	"GO:0005615,GO:0005634,GO:0010494,GO:0043234,GO:0003723,GO:0005515,GO:0006412,GO:0006996,GO:0009967,GO:0032101,GO:0032933,GO:0043558,GO:0046777,GO:0080134,GO:1990737"	1648.48	918.67	1648.48	918.67	1648.48	918.67	1648.48	918.67
"1614"	"c111375_g1_i2"	"63950"	-0.521824270542853	7.24645565732684	0.5272424398083	1	1790.46	1896.19	1842.67	2651.54	"GO:0005615,GO:0005634,GO:0010494,GO:0043234,GO:0003723,GO:0005515,GO:0006412,GO:0006996,GO:0009967,GO:0032101,GO:0032933,GO:0043558,GO:0046777,GO:0080134,GO:1990737"	1896.19	1790.46	1896.19	1790.46	1896.19	1790.46	1896.19	1790.46
"1615"	"c111380_g2_i1"	"112833"	0.625183817816621	0.0278520894536225	0.784055018196981	1	0	33.47	0	16.74	"GO:0005488"	33.47	0	33.47	0	33.47	0	33.47	0
"1616"	"c111380_g2_i2"	"3256"	-0.478467807466935	2.10041741112817	0.646402249557965	1	89	38.53	64	32.26	"GO:0005488"	38.53	89	38.53	89	38.53	89	38.53	89
"1617"	"c111384_g1_i1"	"20950"	-1.8126116856575	0.198008243846805	0.142025374483191	1	28.61	5.61	7.55	10.87	"GO:0043234,GO:0044424,GO:0003824,GO:0005515,GO:0000209,GO:0007166,GO:0048522,GO:0048584"	5.61	28.61	5.61	28.61	5.61	28.61	5.61	28.61
"1618"	"c111384_g1_i2"	"117554"	-0.662699598169437	2.58091974103008	0.482348358516739	1	90.39	90.39	47.45	88.13	"GO:0043234,GO:0044424,GO:0003824,GO:0005515,GO:0000209,GO:0007166,GO:0048522,GO:0048584"	90.39	90.39	90.39	90.39	90.39	90.39	90.39	90.39
"1619"	"c111391_g2_i1"	"12055"	-0.853861947067258	1.80746218382591	0.379864393051934	1	59	39	33	49	"GO:0005634"	39	59	39	59	39	59	39	59
"1620"	"c111392_g1_i1"	"70982"	-1.12420160118421	1.71986033869679	0.254951488281444	1	59	36	24	49	"GO:0016491,GO:0055114"	36	59	36	59	36	59	36	59
"1621"	"c111399_g1_i1"	"88105"	-0.0622985586190855	3.42295924828174	0.945165556830465	1	153	180	133	117	"GO:0000242,GO:0005634,GO:0004672,GO:0005515,GO:0006468,GO:0042384,GO:0050794,GO:0050896"	180	153	180	153	180	153	180	153
