"gene"	"transcript"	"logFC_gast_nect"	"logCPM_gast_nect"	"PValue_gast_nect"	"P_adjust_gast_nect"	"CMN0040"	"CMN0039"	"CMN0047"	"CMN0048"	"go"	"CMN0039_GO_wnt"	"CMN0040_GO_wnt"	"CMN0039_GO_mapk"	"CMN0040_GO_mapk"	"CMN0039_GO_cyst"	"CMN0040_GO_cyst"	"CMN0039_GO_fate"	"CMN0040_GO_fate"
"93"	"c101516_g1_i2"	"41128"	-2.0373711311647	7.09898435746863	0.0190880022273082	1	2346.34	620.06	970.18	3129.07	"GO:0001725,GO:0005829,GO:0005903,GO:0016460,GO:0030018,GO:0045177,GO:0070062,GO:0005509,GO:0032036,GO:0035254,GO:0006936,GO:0007264,GO:0007411,GO:0008360,GO:0048013,GO:0070527,GO:0072661"	620.06	2346.34	620.06	2346.34	620.06	2346.34	620.06	2346.34
"94"	"c101516_g1_i3"	"41127"	-2.67904682374707	7.98315505154413	0.00644519986218046	1	3095.97	508.83	1486.98	7725.62	"GO:0001725,GO:0005829,GO:0005903,GO:0016460,GO:0030018,GO:0045177,GO:0070062,GO:0005509,GO:0032036,GO:0035254,GO:0006936,GO:0007264,GO:0007411,GO:0008360,GO:0048013,GO:0070527,GO:0072661"	508.83	3095.97	508.83	3095.97	508.83	3095.97	508.83	3095.97
"95"	"c101592_g1_i1"	"47653"	0.36143222302636	5.50759015102735	0.677868037998856	1	516	1091	472.01	474	"GO:0005887,GO:0005041,GO:0005515,GO:0006898,GO:0007165,GO:0040008"	1091	516	90.845	516	1091	516	1091	516
"96"	"c101608_g1_i1"	"45073"	-0.117359694317257	3.85112701959827	0.893704298721711	1	199	254	162	172	"GO:0043234,GO:0044446,GO:0008134,GO:0006355,GO:0009987,GO:0010605,GO:0031324,GO:0044699,GO:0048522"	254	199	254	199	254	199	254	199
"97"	"c101614_g1_i1"	"51222"	-0.904540541502546	4.80080123712321	0.284020014641472	1	421	288	291	479	"GO:0030891,GO:0070449,GO:0005488,GO:0006368"	288	421	288	421	288	421	288	421
"98"	"c101645_g1_i1"	"115450"	-0.65320078035553	6.37477680116852	0.433502899921557	1	1150.85	879.57	1043.18	1369.49	"GO:0000139,GO:0005789,GO:0016021,GO:0033116,GO:0007030,GO:0010638"	879.57	1150.85	879.57	1150.85	879.57	1150.85	879.57	1150.85
"99"	"c101651_g1_i1"	"117385"	-0.789752868162485	3.94481652408841	0.354962091098522	1	245	184	153	237	"GO:0005488"	184	245	184	245	184	245	184	245
"100"	"c101712_g1_i4"	"40755"	-1.06023501702608	3.77923244833685	0.234661377823808	1	291	174.4	94	169	"GO:0046872"	174.4	291	174.4	291	174.4	291	174.4	291
"101"	"c101713_g1_i1"	"79657"	-1.49920382541771	3.72109372823303	0.0897182768810397	1	255	83.54	119	226	"GO:0043231,GO:0005515,GO:0030036"	83.54	255	83.54	255	83.54	255	83.54	255
"102"	"c101716_g1_i1"	"88265"	0.127006445695711	7.59384185484899	0.876695191345171	1	2473.28	3756.96	2363	2131.93	"GO:0005654,GO:0005730,GO:0005737,GO:0016020,GO:0030674,GO:0043023,GO:0044822,GO:0000055"	3756.96	2473.28	3756.96	2473.28	3756.96	2473.28	3756.96	2473.28
"103"	"c101720_g2_i1"	"7846"	-0.00948667672301851	6.49957761439946	0.991489322066358	1	899.89	1691.58	1044.02	1351	"GO:0005634,GO:0000166,GO:0003723,GO:0046872"	1691.58	899.89	1691.58	899.89	1691.58	899.89	1691.58	899.89
"104"	"c101730_g1_i1"	"64052"	0.393760970119031	3.23757359755838	0.674836799303096	1	130	221.75	101	71	"GO:0008168,GO:0032259"	221.75	130	221.75	130	221.75	130	221.75	130
"105"	"c101735_g1_i1"	"73710"	0.0682810855821436	4.66839897225105	0.937008830125542	1	270.94	464.73	319.37	343	"GO:0005634,GO:0005739,GO:1990221,GO:0030170,GO:0031071,GO:0002098,GO:0006534,GO:0006879,GO:0016226,GO:0070903"	464.73	270.94	464.73	270.94	464.73	270.94	464.73	270.94
"106"	"c101775_g1_i1"	"33096"	0.944347089575832	2.97007859774352	0.32448007743592	1	44.23	212.31	97.31	86	"GO:0005634,GO:0000166,GO:0003676,GO:0008026,GO:0043167,GO:0006139"	212.31	44.23	212.31	44.23	212.31	44.23	212.31	44.23
"107"	"c101775_g1_i2"	"33097"	-0.295163897288873	0.833238453711528	0.877571030999464	1	45.77	4.68	37.69	0	"GO:0005743,GO:0005762,GO:0031965,GO:0003677,GO:0004003,GO:0005515,GO:0005524,GO:0051536,GO:0000077,GO:0006302,GO:0006357,GO:0032508,GO:0042254,GO:0044281,GO:0070124,GO:0070125,GO:0070126"	4.68	45.77	4.68	45.77	4.68	45.77	4.68	45.77
"108"	"c101793_g1_i2"	"15678"	0.68433228617932	3.43857742498557	0.661242744981602	1	208	252	149	0	"GO:0005847,GO:0071920,GO:0000166,GO:0005515,GO:0044822,GO:0000398,GO:0006369,GO:0006378,GO:0006379"	252	208	252	208	252	208	252	208
"109"	"c101823_g1_i1"	"115538"	-0.225402508270127	6.45608167214288	0.788665949397598	1	865	1357.94	1081	1479	"GO:0012505,GO:0022008"	1357.94	865	1357.94	865	1357.94	865	1357.94	865
"110"	"c101846_g1_i1"	"20574"	-2.35604118742644	4.5924278537295	0.0108306970058501	1	560.54	73.13	157.37	441.87	"GO:0005515"	73.13	560.54	73.13	560.54	73.13	560.54	73.13	560.54
"111"	"c101868_g1_i1"	"13199"	0.317213037674652	5.82711156781119	0.70921449247906	1	541.29	1191.55	718.37	712.38	"GO:0005732,GO:0019013,GO:0003723,GO:0000398"	1191.55	541.29	1191.55	541.29	1191.55	541.29	1191.55	541.29
"112"	"c101868_g1_i2"	"13200"	0.44580609986242	3.47471156449144	0.633826152793297	1	141.71	293.4	96.63	90.62	"GO:0005732,GO:0019013,GO:0003723,GO:0000398"	293.4	141.71	293.4	141.71	293.4	141.71	293.4	141.71
"113"	"c101874_g1_i1"	"56145"	0.242841153123708	1.63418678126045	0.814035272912422	1	27	36	59	40.28	"GO:0016020,GO:0022891,GO:0006811,GO:0015780"	36	27	36	27	36	27	36	27
"114"	"c101910_g1_i1"	"80022"	0.683501452480321	1.55549682757834	0.620170041552474	1	1.97	78.46	27.46	50.54	"GO:0044464,GO:0007017,GO:0044767"	78.46	1.97	78.46	1.97	78.46	1.97	78.46	1.97
"115"	"c101914_g1_i1"	"11833"	-1.27562780592893	5.34126620243463	0.174049438449941	1	535	175	515	884	"GO:0016021,GO:0030054,GO:0044459,GO:0004714,GO:0005515,GO:0001501,GO:0001570,GO:0001649,GO:0006468,GO:0006915,GO:0014028,GO:0016477,GO:0019222,GO:0021915,GO:0030182,GO:0030316,GO:0033598,GO:0035556,GO:0042221,GO:0043535,GO:0045765,GO:0046849,GO:0048013,GO:0048320,GO:0048518,GO:0051128,GO:0060035,GO:0060444,GO:0070309,GO:1902531"	175	535	175	535	175	535	175	535
"116"	"c101928_g1_i1"	"67058"	-1.28060831537136	2.72329068201572	0.169824920254165	1	134	67	47	95	"GO:0008237,GO:0016805,GO:0034701,GO:0006508"	67	134	67	134	67	134	67	134
"117"	"c101953_g1_i1"	"13902"	-0.0131034629036114	3.96541757484977	0.991075628923278	1	264.59	347.97	126	125.27	"GO:0009055,GO:0046872,GO:0051537"	347.97	264.59	347.97	264.59	347.97	264.59	347.97	264.59
"118"	"c101955_g1_i1"	"64304"	-0.485545282794143	5.59439381152039	0.588783168980081	1	385.82	544.87	653.21	1004.06	"GO:0000159,GO:0000775,GO:0005634,GO:0005739,GO:0005829,GO:0015630,GO:0016020,GO:0070062,GO:0003823,GO:0004722,GO:0008601,GO:0046982,GO:0000086,GO:0000090,GO:0000184,GO:0000188,GO:0006275,GO:0006355,GO:0006461,GO:0006672,GO:0006915,GO:0007084,GO:0007143,GO:0008380,GO:0008543,GO:0019932,GO:0030111,GO:0030155,GO:0030308,GO:0034047,GO:0042518,GO:0051232,GO:0051306,GO:0051754,GO:0070262,GO:1903538,GO:2001241"	544.87	385.82	544.87	385.82	544.87	385.82	544.87	385.82
"119"	"c101955_g1_i2"	"64305"	-0.0333147773513679	8.43902209898377	0.968410816001143	1	2970.18	4724.13	5517.75	5726.91	"GO:0000159,GO:0000775,GO:0005634,GO:0005739,GO:0005829,GO:0015630,GO:0016020,GO:0070062,GO:0003823,GO:0004722,GO:0008601,GO:0046982,GO:0000086,GO:0000090,GO:0000184,GO:0000188,GO:0006275,GO:0006355,GO:0006461,GO:0006672,GO:0006915,GO:0007084,GO:0007143,GO:0008380,GO:0008543,GO:0019932,GO:0030111,GO:0030155,GO:0030308,GO:0034047,GO:0042518,GO:0051232,GO:0051306,GO:0051754,GO:0070262,GO:1903538,GO:2001241"	4724.13	2970.18	4724.13	2970.18	4724.13	2970.18	4724.13	2970.18
"120"	"c101995_g1_i1"	"77064"	0.439223348382334	5.88652341639397	0.601822955107727	1	523	1064	978	722	"GO:0044765"	1064	523	1064	523	1064	523	1064	523
"121"	"c102034_g1_i1"	"78310"	-0.218592831605409	3.28440136492689	0.812448657077942	1	92.08	122	143	164	"GO:0016787,GO:0008152,GO:0009987"	122	92.08	122	92.08	122	92.08	122	92.08
"122"	"c102037_g1_i1"	"41810"	0.38302224752847	2.01075032598995	0.710920306990312	1	58.07	92.13	42.36	26.43	"GO:0005783"	92.13	58.07	92.13	58.07	92.13	58.07	92.13	58.07
"123"	"c102047_g1_i1"	"117373"	-0.94435156827572	0.227418138364426	0.572814755890961	1	0	13.46	7.85	33.28	"GO:0005891,GO:0005515,GO:0008331,GO:0007411,GO:0007528,GO:0034765,GO:0051928,GO:0070509,GO:0070588"	13.46	0	13.46	0	13.46	0	13.46	0
"124"	"c102047_g1_i2"	"117376"	0.21649102872065	2.79758203561416	0.837584966981263	1	100.94	42.54	170.15	56.72	"GO:0005891,GO:0005515,GO:0008331,GO:0007411,GO:0007528,GO:0034765,GO:0051928,GO:0070509,GO:0070588"	42.54	100.94	42.54	100.94	31.8833333333333	100.94	184.124	100.94
"125"	"c102056_g1_i1"	"8622"	0.469023714033037	5.05405638466044	0.576098872473547	1	341.78	659.62	500.84	349.5	"GO:0031252,GO:0048471,GO:0007165,GO:0043087"	659.62	341.78	659.62	341.78	659.62	341.78	659.62	341.78
"126"	"c102056_g1_i2"	"8621"	-0.211608942476521	3.05678296697341	0.821719549021262	1	80.22	96.38	129.16	137.5	"GO:0031252,GO:0048471,GO:0007165,GO:0043087"	96.38	80.22	96.38	80.22	96.38	80.22	96.38	80.22
"127"	"c102080_g1_i1"	"94251"	0.0770763318977415	2.62855841394208	0.94666898289733	1	119	143	48	29	"GO:0005622,GO:0042802,GO:0009987,GO:0044699"	143	119	143	119	143	119	143	119
"128"	"c102081_g1_i1"	"115746"	0.0648971996990962	10.0143702229321	0.938114105321866	1	9974.94	12651.4	18733.1	15126.8	"GO:0003743,GO:0003924,GO:0005525,GO:0006413"	12651.4	9974.94	12651.4	9974.94	12651.4	9974.94	12651.4	9974.94
"129"	"c102134_g1_i1"	"116975"	-0.279594401600701	3.50516587056558	0.753636805115278	1	171	194	114	136	"GO:0005634,GO:0005739,GO:0016020,GO:0030424,GO:0032839,GO:0043025,GO:0097481,GO:0004683,GO:0005516,GO:0005524,GO:0032794,GO:0035254,GO:0000082,GO:0002931,GO:0006816,GO:0010666,GO:0018105,GO:0035235,GO:0046777,GO:0046928,GO:0048168,GO:0051928,GO:1902108"	194	120.95125	194	171	194	171	194	171
"130"	"c102174_g1_i1"	"108014"	0.845043215153009	1.53352045104034	0.576355817111596	1	49.71	64	43	0	"GO:0005856,GO:0030016,GO:0044422,GO:0005523,GO:0044707,GO:0051694"	64	120.95125	64	49.71	64	49.71	64	49.71
"131"	"c102174_g1_i2"	"108012"	-7.79709362583185	0.190914541448596	0.000189692538974084	1	29.29	0	0	21	"GO:0005856,GO:0030016,GO:0044422,GO:0005523,GO:0044707,GO:0051694"	0	29.29	0	29.29	0	29.29	0	29.29
"132"	"c102179_g1_i1"	"108429"	0.0210624015221994	5.34161662405909	0.984217424475442	1	134.78	573.98	643	852.28	"GO:0044707,GO:0065008"	573.98	134.78	573.98	134.78	573.98	134.78	573.98	134.78
"133"	"c102211_g5_i1"	"17029"	-0.219942736138607	-2.45934578162918	1	1	1	0	0.97	0	"GO:0009987"	0	1	0	1	0	1	0	1
"134"	"c102216_g3_i1"	"9374"	-0.185818136717627	3.33353803065383	0.842078589845244	1	99.45	103.78	171.46	163.01	"GO:0005622,GO:0008238,GO:0019538"	103.78	99.45	103.78	99.45	103.78	99.45	103.78	99.45
"135"	"c102224_g1_i2"	"95739"	-5.96849702671903	-1.2583108798356	0.0660127271964224	1	0	0	0	13.74	"GO:0003723,GO:0006396"	0	0	0	0	0	0	0	0
"136"	"c102249_g1_i1"	"43943"	-0.376718799420516	0.530094088493872	0.778216253137785	1	30	18	16	7	"GO:0097159,GO:1901363"	18	30	18	30	18	30	18	30
"137"	"c102279_g1_i1"	"23884"	0.166114569879229	8.65297827810582	0.837435531659101	1	4594	7397.34	5470	4853	"GO:0016282,GO:0033290,GO:0071541,GO:0003743,GO:0031369,GO:0001731,GO:0006446"	7397.34	4594	7397.34	4594	7397.34	4594	7397.34	4594
"138"	"c102284_g1_i1"	"114162"	-1.30215252951661	3.33562297943336	0.561762497528829	1	0	0	163.44	347.16	"GO:0005635,GO:0005515,GO:0000088,GO:0005975,GO:0007077,GO:0010827,GO:0015758,GO:0016925,GO:0019083,GO:0019221,GO:0034605,GO:0043687,GO:0044281,GO:0055085,GO:1900034"	0	0	0	0	0	0	0	0
"139"	"c102284_g1_i2"	"114163"	0.921290108190222	4.34131703424234	0.448599781707585	1	334.14	666.14	151.56	17.84	"GO:0005635,GO:0005515,GO:0000088,GO:0005975,GO:0007077,GO:0010827,GO:0015758,GO:0016925,GO:0019083,GO:0019221,GO:0034605,GO:0043687,GO:0044281,GO:0055085,GO:1900034"	666.14	334.14	666.14	334.14	666.14	334.14	666.14	334.14
"140"	"c102323_g1_i1"	"59676"	1.00825067326258	0.387573165087579	0.401182980392762	1	10.98	33.97	13.59	8.17	"GO:0005737,GO:0000287,GO:0003924,GO:0005525,GO:0008152"	176.870625	10.98	33.97	10.98	33.97	144.441666666667	33.97	10.98
"141"	"c102340_g1_i1"	"22041"	1.79109887018475	2.83566003883684	0.0742584555990617	1	44.65	256.71	78.1	33.47	"GO:0043229"	256.71	44.65	256.71	44.65	256.71	44.65	256.71	44.65
"142"	"c102340_g1_i2"	"22042"	-0.43550107935593	2.92328210342746	0.635104380783766	1	124.35	89.29	99.9	89.53	"GO:0043229"	89.29	124.35	89.29	124.35	89.29	124.35	89.29	124.35
"143"	"c102343_g1_i1"	"15337"	-0.418349591703457	5.37702247194967	0.632289399240791	1	443	713.89	368	732.69	"GO:0003824"	713.89	443	713.89	443	713.89	443	713.89	443
"144"	"c102360_g1_i1"	"24905"	0.45099514186434	4.72317775411938	0.592309216972593	1	247	460.55	450	305.05	"GO:0005524,GO:0007005"	460.55	247	460.55	247	460.55	247	460.55	247
"145"	"c102376_g1_i1"	"50572"	-0.153674269442591	-0.657830742755788	1	1	12	10.15	4	1	"GO:0005488"	10.15	12	10.15	12	10.15	12	10.15	12
"146"	"c102388_g1_i1"	"114949"	-0.589785684807995	2.41095893600563	0.531714246407188	1	77	53	70	78	"GO:0005739,GO:0016021,GO:0031090,GO:0044439,GO:0005524,GO:0042626,GO:0009062,GO:0055085"	53	77	53	77	53	77	53	77
"147"	"c102393_g1_i1"	"47840"	-5.56122037773068	-1.5180589614844	0.104309689057146	1	0	0	0	10.31	"GO:0016020,GO:0005216,GO:0006811,GO:0055085"	0	0	0	0	0	0	0	0
"148"	"c102393_g1_i2"	"47843"	-0.969854470266329	0.451265884685444	0.420683960910879	1	26	15	10	14.69	"GO:0016020,GO:0005216,GO:0006811,GO:0055085"	15	26	15	26	15	26	15	26
"149"	"c102438_g1_i1"	"8845"	-0.366903698351283	3.81259400262332	0.672435700809841	1	157.2	221.32	146.99	231.97	"GO:0032044,GO:0003700,GO:0003746,GO:0008270,GO:0046982,GO:0006338,GO:0006368,GO:0006414,GO:0016032,GO:0032786,GO:0034244,GO:0045944,GO:0050434"	221.32	157.2	221.32	157.2	221.32	157.2	221.32	156.602
"150"	"c102445_g1_i1"	"19976"	-0.758561574089965	1.74618452016066	0.477217156464896	1	59	61	13	42	"GO:0016021"	61	59	61	59	61	59	61	59
"151"	"c102450_g1_i1"	"12736"	0.275872347973383	2.58542671833222	0.78615583422261	1	96	128	67.6	37	"GO:0004674,GO:0006468,GO:0031573"	128	96	128	96	128	96	128	96
"152"	"c102457_g1_i1"	"79430"	-4.15501403528468	-2.19202643829482	0.342371671909897	1	0	0	0	3.76	"GO:0016020,GO:0044699"	0	0	0	0	0	0	0	0
"153"	"c102457_g1_i3"	"79429"	0.210373911446222	6.17747379610245	0.801742409791723	1	781.02	1385	962	886.24	"GO:0031305,GO:0008565,GO:0008535,GO:0015031,GO:0051204"	1385	781.02	1385	781.02	1385	781.02	1385	781.02
"154"	"c102461_g1_i1"	"73452"	0.417821253407699	8.10088679929583	0.60689701411664	1	2833.92	5419.87	4066.85	3017.84	"GO:0000151,GO:0005654,GO:0005829,GO:0005840,GO:0031372,GO:0035370,GO:0070062,GO:0003735,GO:0005524,GO:0016874,GO:0031625,GO:0043130,GO:0044822,GO:0061630,GO:0061631,GO:0000075,GO:0000724,GO:0000729,GO:0002223,GO:0002755,GO:0006301,GO:0006412,GO:0006511,GO:0016574,GO:0019221,GO:0031058,GO:0033182,GO:0034134,GO:0034138,GO:0034142,GO:0034146,GO:0034162,GO:0034166,GO:0038095,GO:0038123,GO:0038124,GO:0043123,GO:0045087,GO:0045739,GO:0050852,GO:0051092,GO:0051443,GO:0070423,GO:0070534"	5419.87	2833.92	5419.87	2833.92	5419.87	2833.92	5419.87	2833.92
"155"	"c102463_g1_i1"	"91972"	-3.63239070079187	4.18955021918576	0.0361443027942133	1	57.61	0	76.79	765.62	"GO:0016021,GO:0044464,GO:0015171,GO:0003333,GO:0010923"	0	57.61	0	57.61	0	57.61	0	57.61
"156"	"c102463_g1_i2"	"91971"	-5.04215825824762	3.29927913156663	0.0298234285427962	1	478.19	0	16.09	0	"GO:0016020,GO:0044464,GO:0022857,GO:0006865,GO:0010923"	0	478.19	0	478.19	0	478.19	0	478.19
"157"	"c102463_g1_i3"	"91970"	-3.5406761713692	4.76862548653837	0.0015684637136989	1	346.2	20	104.12	889.38	"GO:0016020,GO:0044464,GO:0022857,GO:0006865,GO:0010923"	20	346.2	20	346.2	20	346.2	20	346.2
"158"	"c102464_g1_i2"	"24964"	-0.00669428248130081	2.83433445439043	1	1	95.81	98.95	109.57	79	"GO:0004721,GO:0006470,GO:0044763"	98.95	95.81	98.95	95.81	98.95	95.81	98.95	95.81
"159"	"c102483_g1_i1"	"78413"	-3.01179473190832	1.5995981957615	0.0331116088710059	1	46	19.9	0	82	"GO:0016020,GO:0044464,GO:0005515,GO:0001889,GO:0001944,GO:0002376,GO:0006355,GO:0006950,GO:0007389,GO:0007399,GO:0007507,GO:0008283,GO:0009790,GO:0009887,GO:0030154,GO:0040007,GO:0048522,GO:0048523,GO:0050793,GO:0060429"	19.9	46	19.9	46	19.9	46	19.9	46
"160"	"c102483_g1_i2"	"78415"	8.82627693813806	1.14631810457243	2.07694784462551e-05	0.729320235640246	0	28.12	92	0	"GO:0016020,GO:0044464,GO:0005515,GO:0001889,GO:0001944,GO:0002376,GO:0006355,GO:0006950,GO:0007389,GO:0007399,GO:0007507,GO:0008283,GO:0009790,GO:0009887,GO:0030154,GO:0040007,GO:0048522,GO:0048523,GO:0050793,GO:0060429"	28.12	0	28.12	0	28.12	0	28.12	0
"161"	"c102505_g1_i1"	"89199"	-0.521690972013186	3.59826698750657	0.547388505844881	1	186	160	136	166	"GO:0005811,GO:0005829,GO:0005886,GO:0005911,GO:0045121,GO:0070062,GO:0003924,GO:0005525,GO:0019003,GO:0032403,GO:0006886,GO:0006913,GO:0008152,GO:0008283,GO:0009743,GO:0030033,GO:0030168,GO:0032486,GO:0035690,GO:0045955,GO:0061028,GO:0070374,GO:0071320,GO:0097211,GO:1901888,GO:2000114,GO:2000301"	160	186	160	186	160	186	160	186
"162"	"c102515_g1_i1"	"109262"	-0.838362252566089	2.91848426749094	0.396260391286878	1	140	130.99	33.7	97.96	"GO:0044699"	130.99	140	130.99	140	130.99	140	130.99	140
"163"	"c102515_g1_i2"	"109264"	6.9106114933839	-0.479320167488562	0.0209060691661722	1	0	0.01	32.3	0.01	"GO:0044699"	0.01	0	0.01	0	0.01	0	0.01	0
"164"	"c102530_g1_i1"	"42902"	0.143545505239004	5.61881545123237	0.865674994086428	1	505.94	804.66	741.3	651.81	"GO:0005737,GO:0097159,GO:1901363,GO:0010506,GO:0042981,GO:0048025"	804.66	505.94	804.66	505.94	804.66	505.94	804.66	505.94
"165"	"c102548_g1_i1"	"47200"	-0.201707751062529	1.22299519412358	0.934488473429225	1	0	0	58.07	57.48	"GO:0016020,GO:0016746,GO:0046872"	0	0	0	0	0	0	0	0
"166"	"c102548_g1_i2"	"47199"	0.410750403891668	3.91215239314036	0.665251460556413	1	232.94	399	126.05	88.52	"GO:0005783,GO:0016746,GO:0008152,GO:0046331"	399	232.94	399	232.94	399	232.94	399	232.94
"167"	"c102548_g1_i3"	"47198"	-0.378499277910691	-0.507773491681275	0.88599906070185	1	16.05	0	13.87	0	"GO:0005783,GO:0016746,GO:0008152,GO:0046331"	0	16.05	0	16.05	0	16.05	0	16.05
"168"	"c102555_g1_i1"	"85896"	-0.274027242715218	1.19748416586787	0.81079290389949	1	40	36	23	19	"GO:0005576,GO:0005829,GO:0032403,GO:0006910,GO:0007605,GO:0044259,GO:0045494,GO:0050766,GO:0060041,GO:0097500"	36	40	36	40	36	40	36	40
"169"	"c102565_g1_i2"	"118414"	-0.659176357475782	-0.125096812946665	0.683821334018152	1	15.6	18.84	0	8.17	"GO:0005737,GO:0043231"	18.84	15.6	18.84	15.6	18.84	15.6	18.84	15.6
"170"	"c102593_g1_i1"	"74645"	-0.402536718275522	-0.121335875901507	0.762953699183234	1	10	10	10	12	"GO:0005576,GO:0016020,GO:0043227,GO:0005515,GO:0016715,GO:0016829,GO:0046914,GO:0006518,GO:0044699,GO:0050789"	10	10	10	10	10	10	10	10
"171"	"c102605_g1_i1"	"110707"	0.0771610900943447	6.28847443058471	0.928539562477272	1	963	1670.78	780	930	"GO:0043231,GO:0044444,GO:0005515,GO:0006810"	1670.78	963	1670.78	963	1670.78	963	1670.78	963
"172"	"c102624_g2_i1"	"98552"	-2.02287978281397	1.87752327038828	0.172014109491168	1	52	44	0	89	"GO:0000808,GO:0031981"	44	52	44	52	44	52	44	52
"173"	"c102624_g2_i2"	"98551"	7.73920545886837	0.160852405188888	0.00825821243291412	1	0	0	55.08	0	"GO:0000808,GO:0031981"	0	0	0	0	0	0	0	0
"174"	"c102640_g1_i1"	"99530"	-0.0746901283490683	4.86041977628567	0.930162133675808	1	370	437	409	369	"GO:0043231,GO:0044444,GO:0044446,GO:0098588,GO:0005525,GO:0008270,GO:0007264"	437	370	437	370	437	370	437	370
"175"	"c102649_g2_i1"	"2721"	-0.613567215646384	1.52863509545971	0.540312021657556	1	50	42.99	23	33	"GO:0005794,GO:0044446,GO:0070062,GO:0098588,GO:0031625,GO:0006892"	42.99	50	42.99	50	42.99	50	42.99	50
"176"	"c102653_g1_i1"	"104696"	0.249726041726547	3.00433331325827	0.789611520666707	1	79	161	99	100	"GO:0016787"	161	79	161	79	161	79	161	79
"177"	"c102660_g2_i1"	"61952"	-0.207851078381157	4.52582757736014	0.806481234244695	1	290	328.19	310	321	"GO:0005634,GO:0002520,GO:0006396,GO:0010468,GO:0010605,GO:0044763,GO:0048523,GO:0050896"	328.19	290	328.19	290	328.19	290	328.19	290
"178"	"c102670_g1_i1"	"19616"	-0.0309371891207655	2.2393178000028	0.980893323897817	1	64	98.89	40	51.5	"GO:0044699"	98.89	64	98.89	64	98.89	64	98.89	64
"179"	"c102672_g2_i1"	"106643"	0.776129140810722	3.91187669744986	0.424350430243604	1	202	454	128	74	"GO:0005615"	454	202	454	202	454	202	454	202
"180"	"c102693_g1_i1"	"117406"	0.205747894638371	2.04484005581149	0.862120951548527	1	73	115	18	20	"GO:0016021,GO:0015858"	115	73	115	73	115	73	115	73
"181"	"c102695_g2_i1"	"71620"	0.147523241963426	4.84570888208813	0.864484222621909	1	398.65	595.08	321.56	279.96	"GO:0016791,GO:0006470"	595.08	398.65	595.08	398.65	595.08	398.65	595.08	398.65
"182"	"c102703_g2_i1"	"35518"	-0.684965177415398	-1.42347065689378	0.833715593027276	1	0	0	5	7	"GO:0044424,GO:0005488,GO:0009987"	0	0	0	75.0025	0	0	0	0
"183"	"c102703_g2_i2"	"35517"	-0.141143237178247	-1.16122808317313	1	1	8	9	0	0	"GO:0044424,GO:0005488,GO:0009987"	9	8	9	8	9	8	9	8
"184"	"c102775_g1_i1"	"9027"	5.12548240610387e-15	-2.78163738332491	1	1	0	0	0	0	"GO:0031981,GO:0006974,GO:0044763"	0	0	0	0	0	0	0	0
"185"	"c102775_g1_i2"	"9029"	0.486712532268529	4.49684672066572	0.568117386631052	1	275	459.02	333	192	"GO:0031981,GO:0006974,GO:0044763"	459.02	275	459.02	275	459.02	275	459.02	275
"186"	"c102785_g1_i1"	"55998"	0.405109144783385	3.15628016534441	0.65520443831938	1	94	123	174	94	"GO:0004672,GO:0005488,GO:0006417,GO:0006468,GO:0006950,GO:0044699"	123	120.95125	123	94	123	94	123	94
"187"	"c102806_g1_i1"	"84086"	-0.488704169527125	4.28149757937856	0.574529835295434	1	366.02	306.34	182.14	198.74	"GO:0005634,GO:0005789,GO:0033185,GO:0004169,GO:0004582,GO:0005515,GO:0005537,GO:0043178,GO:0006488,GO:0006501,GO:0006506,GO:0018279,GO:0019348,GO:0019673,GO:0035269"	306.34	366.02	306.34	366.02	306.34	366.02	306.34	366.02
"188"	"c102834_g1_i1"	"44015"	0.0798989964961875	-2.74233611805638	1	1	0.03	0.04	0.09	0.06	"GO:0009987"	0.04	0.03	0.04	0.03	0.04	0.03	0.04	0.03
"189"	"c102834_g1_i2"	"44014"	0.50087863934801	7.29514107639292	0.55263012311938	1	1137.3	2391.48	3086.06	2084.43	"GO:0009987"	2391.48	1137.3	2391.48	1137.3	2391.48	1137.3	2391.48	1137.3
"190"	"c102854_g1_i1"	"69227"	0.362259359106305	6.22538899774994	0.672873817081251	1	974.06	1711.99	853.88	660	"GO:0000176,GO:0000177,GO:0005654,GO:0016020,GO:0000175,GO:0004519,GO:0005085,GO:0006364,GO:0006402,GO:0016075,GO:0043547,GO:0071034,GO:0090503"	1711.99	974.06	1711.99	974.06	1711.99	974.06	1711.99	974.06
"191"	"c102877_g1_i1"	"117882"	-2.67121644516156	1.61360780901073	0.21284649021193	1	0	0	22.46	124.02	"GO:0031012,GO:0044421,GO:0009892,GO:0010033"	0	0	0	0	0	0	0	0
"192"	"c102877_g1_i2"	"114711"	0.898328628674253	3.35814709092274	0.328846884333777	1	123	236	162.54	53.98	"GO:0031012,GO:0044421,GO:0009892,GO:0010033"	236	123	236	123	236	123	236	123
"193"	"c102884_g1_i1"	"78088"	-0.37868838992997	3.75987476578654	0.691201648543031	1	82	150	197	292	"GO:0016491"	150	82	150	82	150	82	150	82
"194"	"c102884_g1_i2"	"78087"	-5.36928688627923	-1.63066471338393	0.119369861973931	1	0	0	0	9	"GO:0016491"	0	120.95125	0	0	0	0	0	0
